1st_choice,2nd_choice,3rd_choice,ssc_or_olevel,hsc_or_alevel,medium,ssc_board,hsc_board,registered_program,target_dept
CSE-1,EEE-2,,5,4.8,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CS-1,ECO-2,BBA-3,,,ban,,,CS,ComputerSciandEngr
LLB-1,ENG-2,,5,5,ban,Dhaka,Dhaka,LLB,School_of_Law
CSE-1,ECE-2,,5,4.4,ban,Dhaka,Dhaka,BBA,Brac_Business_School
BBA-1,ECO-2,,5,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
BBA-1,EEE-2,,,,ban,Dhaka,Dhaka,BBA,Brac_Business_School
LLB-1,ENG-2,ECO-3,4,,ban,Others,Dhaka,ENG,ENH
BBA-1,ECO-2,ENG-3,4.31,4.7,ban,Dhaka,Dhaka,ENG,ENH
ENG-1,,,4.31,4.7,ban,Dhaka,Dhaka,ENG,ENH
PHR-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
ECO-1,BBA-2,ENG-3,,,ban,,,ECO,ESS
PHR-1,BBA-2,EEE-3,4.88,4.3,ban,Sylhet,Sylhet,PHR,Pharmacy
LLB-1,ENG-2,,5,4.3,ban,Dhaka,Dhaka,LLB,School_of_Law
CSE-1,BBA-2,,5,4.8,ban,Dhaka,Dhaka,ECO,ESS
ENG-1,LLB-2,ANT-3,4.88,4.3,ban,Dhaka,Dhaka,ENG,ENH
LLB-1,ECO-2,CSE-3,5,,eng,,,LLB,School_of_Law
EEE-1,CSE-2,,4.88,3.5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
CSE-1,PHR-2,BIO-3,5,4.75,ban,Jessore,Jessore,BIO,MNS
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
LLB-1,PHR-2,ENG-3,5,4.8,ban,Dhaka,Dhaka,LLB,School_of_Law
LLB-1,BBA-2,,4.44,5,ban,Dhaka,Dhaka,LLB,School_of_Law
ARC-1,EEE-2,BBA-3,5,5,ban,Comilla,Dhaka,EEE,ElectricalandElectronicEngr
PHR-1,CSE-2,CS-3,5,4.7,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
ENG-1,LLB-2,,4.88,3.8,ban,Dhaka,Dhaka,ENG,ENH
BBA-1,ENG-2,,4.88,4.8,ban,Dhaka,Dhaka,ENG,ENH
CSE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ECE-1,EEE-2,,5,4.4,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ECE-1,EEE-2,APE-3,5,3,eng,,,ECE,ElectricalandElectronicEngr
ENG-1,LLB-2,BBA-3,5,4.3,ban,Dhaka,Dhaka,ENG,ENH
ARC-1,APE-2,ENG-3,5,4.33,ban,Chittagong,Chittagong,ARC,Architecture
CSE-1,ARC-2,EEE-3,5,4.7,ban,Rajshahi,Rajshahi,CS,ComputerSciandEngr
LLB-1,ECO-2,,4.75,4.8,ban,Dhaka,Dhaka,LLB,School_of_Law
PHY-1,APE-2,CS-3,5,5,ban,Dhaka,Dhaka,PHY,MNS
ARC-1,ENG-2,APE-3,5,4.6,ban,Barisal,Barisal,ARC,Architecture
BBA-1,ECO-2,,,,ban,,,ECO,ESS
APE-1,ECE-2,,4.94,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
CSE-1,BBA-2,,5,4.2,ban,Sylhet,Dhaka,CS,ComputerSciandEngr
BBA-1,LLB-2,,5,5,ban,Dhaka,Dhaka,LLB,School_of_Law
CSE-1,PHR-2,EEE-3,4.94,4.8,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
ARC-1,BIO-2,CSE-3,4.4,,eng,,,BIO,MNS
BIO-1,MIC-2,PHR-3,5,5,eng,,,BIO,MNS
CSE-1,EEE-2,APE-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
ENG-1,ECO-2,BBA-3,5,4.8,ban,Dhaka,Dhaka,LLB,School_of_Law
ECE-1,EEE-2,CSE-3,5,5,eng,,,ECE,ElectricalandElectronicEngr
BBA-1,ECO-2,,5,4.5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
EEE-1,ECO-2,ECE-3,4,3.5,eng,,,ECO,ESS
BBA-1,ENG-2,,4.25,4.3,ban,Dhaka,Dhaka,BBA,Brac_Business_School
BIO-1,CSE-2,MIC-3,5,4.75,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,EEE-2,ECE-3,4,3,eng,,,CS,ComputerSciandEngr
ARC-1,ENG-2,MAT-3,,,ban,,,ARC,Architecture
CSE-1,EEE-2,PHR-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
LLB-1,,,4.69,4.3,ban,Dhaka,Dhaka,LLB,School_of_Law
EEE-1,CSE-2,,5,4.5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
EEE-1,CSE-2,,4.81,4.1,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ECO-1,BBA-2,,,,ban,,,ECO,ESS
BIO-1,EEE-2,MIC-3,5,4.5,eng,,,MIC,MNS
CSE-1,CS-2,BBA-3,5,4.6,ban,Rajshahi,Dhaka,CS,ComputerSciandEngr
BBA-1,LLB-2,ENG-3,5,4.6,ban,Jessore,Dhaka,ENG,ENH
BBA-1,ECO-2,,3.94,5,ban,Chittagong,Chittagong,BBA,Brac_Business_School
PHY-1,CSE-2,,,,ban,,,CS,ComputerSciandEngr
BBA-1,ENG-2,,4.5,4.6,ban,Dhaka,Dhaka,ENG,ENH
ARC-1,CSE-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ARC-1,BBA-2,,5,5,ban,Dhaka,Dhaka,ARC,Architecture
EEE-1,CSE-2,,4.75,4.7,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ECE-1,MIC-2,ANT-3,5,4.7,ban,Dhaka,Dhaka,MIC,MNS
ECE-1,CSE-2,CS-3,5,4.2,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.69,3.3,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ARC-1,BIO-2,MIC-3,5,4.6,ban,Rajshahi,Dhaka,BIO,MNS
EEE-1,CSE-2,ECE-3,5,4.6,ban,Chittagong,Chittagong,EEE,ElectricalandElectronicEngr
ECO-1,BBA-2,ENG-3,4.6,4,eng,,,ECO,ESS
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
EEE-1,CSE-2,MIC-3,5,5,ban,Rajshahi,Comilla,MIC,MNS
PHR-1,LLB-2,ECO-3,5,5,ban,Dhaka,Dhaka,ECO,ESS
PHY-1,APE-2,,,4,ban,Dhaka,Dhaka,PHY,MNS
ARC-1,LLB-2,MIC-3,3.8,5,ban,Comilla,Comilla,LLB,School_of_Law
ECO-1,ENG-2,,5,5,ban,Dhaka,Dhaka,ECO,ESS
BBA-1,LLB-2,,5,5,eng-ver,Dhaka,Dhaka,BBA,Brac_Business_School
BBA-1,EEE-2,,4.38,4.9,ban,Dhaka,Dhaka,BBA,Brac_Business_School
BBA-1,ENG-2,,4.75,4.4,ban,Dhaka,Dhaka,BBA,Brac_Business_School
PHR-1,BIO-2,MIC-3,5,4.5,eng,,,MIC,MNS
EEE-1,CSE-2,,5,5,eng-ver,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.9,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
LLB-1,ENG-2,,4.88,4.4,ban,Dhaka,Dhaka,ENG,ENH
ECO-1,CS-2,BBA-3,4.8,2.5,eng,,,ECO,ESS
CSE-1,CS-2,ECE-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BBA-1,ENG-2,,4.88,4.3,ban,Comilla,Comilla,BBA,Brac_Business_School
BBA-1,ENG-2,,5,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ENG-1,LLB-2,,4.5,3.9,ban,Dhaka,Dhaka,ENG,ENH
ARC-1,,,5,5,ban,Dhaka,Dhaka,ARC,Architecture
CS-1,PHR-2,MIC-3,4.88,4.6,ban,Dhaka,Dhaka,PHR,Pharmacy
ECE-1,EEE-2,BBA-3,5,3.92,ban,Chittagong,Chittagong,ECE,ElectricalandElectronicEngr
ECO-1,BBA-2,,4.63,,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ARC-1,BBA-2,,,,ban,,,BBA,Brac_Business_School
BIO-1,MIC-2,LLB-3,4.69,4.5,ban,Dhaka,Dhaka,MIC,MNS
ECE-1,CSE-2,EEE-3,5,5,ban,Chittagong,Chittagong,ECE,ElectricalandElectronicEngr
ARC-1,ECO-2,ENG-3,5,4.83,ban,Dhaka,Dhaka,ANT,ESS
EEE-1,CSE-2,,5,4.6,ban,Sylhet,Sylhet,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
PHR-1,EEE-2,ECE-3,,,ban,Dhaka,Dhaka,PHR,Pharmacy
BIO-1,MIC-2,BBA-3,5,,ban,Dinajpur,Dhaka,BIO,MNS
CSE-1,EEE-2,ECE-3,4.94,5,ban,Dhaka,Dhaka,ECO,ESS
BIO-1,ARC-2,,5,4.8,ban,Dhaka,Dhaka,BIO,MNS
ENG-1,BBA-2,,4.38,3.8,ban,Dhaka,Dhaka,ENG,ENH
BIO-1,MIC-2,,4.2,3,eng,,,BIO,MNS
PHR-1,BIO-2,MIC-3,5,4,eng,,,BIO,MNS
ENG-1,LLB-2,,4.63,4.1,ban,Dhaka,Dhaka,ENG,ENH
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
LLB-1,ENG-2,,4,3.5,ban,Dhaka,Dhaka,LLB,School_of_Law
ENG-1,BBA-2,LLB-3,4.81,4.9,ban,Dhaka,Dhaka,ENG,ENH
PHR-1,MIC-2,ENG-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
CSE-1,EEE-2,ECE-3,5,4.42,ban,Chittagong,Chittagong,ECE,ElectricalandElectronicEngr
BBA-1,ECO-2,,4.31,5,ban,Chittagong,Dhaka,BBA,Brac_Business_School
PHY-1,CSE-2,EEE-3,5,4.67,ban,Dhaka,Dhaka,PHY,MNS
PHY-1,EEE-2,MAT-3,4,3.5,eng,,,PHY,MNS
BBA-1,ECO-2,,5,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
EEE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,ENG,ENH
LLB-1,BBA-2,,4.38,3.5,ban,Comilla,Comilla,BBA,Brac_Business_School
BIO-1,BBA-2,ECO-3,4.6,3,eng,,,BIO,MNS
BBA-1,ENG-2,ANT-3,4.25,4.5,ban,Dhaka,Dhaka,ENG,ENH
ARC-1,ECE-2,MIC-3,5,4.2,eng-ver,Dhaka,Dhaka,ARC,Architecture
ENG-1,ECO-2,,4.5,4.9,ban,Dhaka,Dhaka,ENG,ENH
LLB-1,ENG-2,ANT-3,4.81,4.5,eng-ver,Dhaka,Dhaka,ENG,ENH
ENG-1,ECO-2,MIC-3,4.44,3.9,ban,Dhaka,Dhaka,ENG,ENH
MIC-1,ECO-2,ARC-3,5,5,eng,,,MIC,MNS
MIC-1,BIO-2,,5,4.8,ban,Chittagong,Dhaka,ENG,ENH
EEE-1,BBA-2,PHR-3,5,4.3,ban,Dhaka,Dhaka,PHR,Pharmacy
BIO-1,ECE-2,MIC-3,5,4.8,ban,Dhaka,Dhaka,BIO,MNS
CS-1,BIO-2,BBA-3,4.69,4.5,ban,Dhaka,Dhaka,BIO,MNS
EEE-1,CSE-2,ECE-3,5,5,ban,Dinajpur,Dinajpur,EEE,ElectricalandElectronicEngr
EEE-1,BBA-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
LLB-1,ECO-2,,4.69,4.7,ban,Dhaka,Dhaka,ECO,ESS
LLB-1,BBA-2,ENG-3,5,5,ban,Dhaka,Dhaka,LLB,School_of_Law
ARC-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
LLB-1,ECO-2,,4.88,,eng,,,LLB,School_of_Law
LLB-1,BBA-2,ECO-3,4.88,4.7,ban,Dhaka,Dhaka,LLB,School_of_Law
LLB-1,ANT-2,ENG-3,4.88,3.7,ban,Dhaka,Dhaka,LLB,School_of_Law
ECO-1,ENG-2,LLB-3,5,4.9,ban,Dhaka,Dhaka,ECO,ESS
ARC-1,CSE-2,,4.88,4.2,ban,Jessore,Jessore,CSE,ComputerSciandEngr
ARC-1,PHR-2,CSE-3,5,4.6,ban,Chittagong,Chittagong,PHR,Pharmacy
PHR-1,,,5,4.4,ban,Comilla,Comilla,PHR,Pharmacy
BIO-1,EEE-2,CSE-3,5,,ban,Dhaka,Dhaka,BIO,MNS
ENG-1,BBA-2,,3.81,3,ban,Rajshahi,Dhaka,ENG,ENH
PHY-1,CSE-2,ECE-3,5,5,eng,,,ENG,ENH
PHR-1,CSE-2,BIO-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
CSE-1,ECE-2,,3.63,3.9,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ECE-1,CSE-2,,5,4.3,eng-ver,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
PHY-1,ECO-2,APE-3,,,ban,,,ECO,ESS
ANT-1,ENG-2,ECO-3,4.06,3.5,ban,Dhaka,Dhaka,ANT,ESS
PHR-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,EEE-2,,4.7,3.5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
CSE-1,APE-2,,4.88,4.7,ban,Sylhet,Dhaka,CS,ComputerSciandEngr
EEE-1,CSE-2,,5,4.9,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ARC-1,CSE-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
CSE-1,ECE-2,,3.81,3.5,ban,Barisal,Barisal,CSE,ComputerSciandEngr
ARC-1,PHR-2,MIC-3,5,4.8,ban,Dhaka,Dhaka,ARC,Architecture
CSE-1,EEE-2,,5,4.4,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
ECE-1,CSE-2,ARC-3,4.67,4.08,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
ARC-1,BBA-2,,5,4.6,ban,Dhaka,Dhaka,ARC,Architecture
BBA-1,LLB-2,ECO-3,3.63,4.4,ban,Comilla,Dhaka,LLB,School_of_Law
EEE-1,PHR-2,,4.94,4.6,ban,Chittagong,Chittagong,EEE,ElectricalandElectronicEngr
PHR-1,,,5,4.7,ban,Dhaka,Dhaka,PHR,Pharmacy
BIO-1,CSE-2,MIC-3,5,,eng,,,BIO,MNS
BBA-1,ENG-2,CS-3,4.94,5,eng-ver,Dhaka,Dhaka,BIO,MNS
EEE-1,CSE-2,ECE-3,5,4,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
ARC-1,BBA-2,CSE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
BBA-1,ECO-2,,,,ban,,,BBA,Brac_Business_School
BBA-1,ENG-2,LLB-3,4.75,4.7,ban,Dhaka,Dhaka,ENG,ENH
ECO-1,BBA-2,ENG-3,5,4.5,ban,Dhaka,Dhaka,ECO,ESS
ARC-1,CSE-2,EEE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
ANT-1,ENG-2,BBA-3,4.94,4.3,ban,Dhaka,Dhaka,ENG,ENH
BBA-1,PHR-2,,5,4.5,ban,Chittagong,Chittagong,PHR,Pharmacy
PHR-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
BBA-1,LLB-2,,5,4.1,ban,Rajshahi,Rajshahi,LLB,School_of_Law
ECO-1,BBA-2,,5,5,ban,Dinajpur,Dinajpur,ECO,ESS
EEE-1,ARC-2,,5,5,ban,Chittagong,Chittagong,EEE,ElectricalandElectronicEngr
ARC-1,CSE-2,BBA-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
CSE-1,EEE-2,,,,ban,,,CSE,ComputerSciandEngr
EEE-1,CSE-2,BBA-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BBA-1,ECO-2,ENG-3,5,5,ban,Jessore,Jessore,ENG,ENH
BBA-1,ECO-2,,5,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ECO-1,BBA-2,LLB-3,5,5,ban,Dhaka,Dhaka,ECO,ESS
EEE-1,CSE-2,,4.25,3.6,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
CSE-1,EEE-2,,5,3.8,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ECE-1,CSE-2,,,,ban,,,CSE,ComputerSciandEngr
CSE-1,EEE-2,PHR-3,4.94,4.4,ban,Dinajpur,Dinajpur,MIC,MNS
ENG-1,LLB-2,MIC-3,5,4.7,ban,Comilla,Comilla,ENG,ENH
EEE-1,CS-2,,4.75,3.7,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,CS-2,,5,3.8,ban,Jessore,Dhaka,CSE,ComputerSciandEngr
ECO-1,ENG-2,,,,ban,,,ECO,ESS
CSE-1,,,5,,eng,,,PHY,MNS
PHY-1,APE-2,CSE-3,5,5,eng-ver,Dhaka,Dhaka,PHY,MNS
PHR-1,CSE-2,MIC-3,5,5,eng,,,PHR,Pharmacy
PHR-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
ARC-1,PHR-2,,,,ban,,,ECO,ESS
MIC-1,ECE-2,EEE-3,5,5,ban,Jessore,Jessore,MIC,MNS
CSE-1,ARC-2,PHR-3,4.31,3.8,ban,Dhaka,Dhaka,PHR,Pharmacy
CSE-1,MIC-2,APE-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
CSE-1,PHR-2,EEE-3,4.81,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BBA-1,ECO-2,LLB-3,5,5,eng,,,ECO,ESS
MIC-1,PHR-2,ECE-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
LLB-1,ARC-2,MIC-3,5,4.67,ban,Dhaka,Dhaka,MIC,MNS
ENG-1,BBA-2,,5,,ban,Dhaka,Dhaka,ENG,ENH
BBA-1,ENG-2,,4.94,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
EEE-1,ECE-2,CSE-3,5,4.83,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
BBA-1,ECO-2,,4.75,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
BBA-1,ENG-2,,5,5,ban,Dhaka,Dhaka,ENG,ENH
ENG-1,LLB-2,,,5,ban,Dhaka,Dhaka,ENG,ENH
BIO-1,MIC-2,,5,3.5,eng,,,MIC,MNS
ARC-1,ECO-2,LLB-3,5,5,ban,Chittagong,Chittagong,ARC,Architecture
PHR-1,CSE-2,MIC-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
APE-1,,,4.4,3.4,eng,,,APE,MNS
ARC-1,CSE-2,MAT-3,5,5,eng,,,ARC,Architecture
BBA-1,ENG-2,ECO-3,4.81,4.7,ban,Dhaka,Dhaka,ENG,ENH
EEE-1,ECE-2,,4,,eng,,,BBA,Brac_Business_School
CSE-1,CS-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
BBA-1,ENG-2,ECO-3,4.44,4,ban,Rajshahi,Rajshahi,ENG,ENH
CS-1,CSE-2,BIO-3,4.88,5,ban,Dhaka,Dhaka,BIO,MNS
PHR-1,MIC-2,CSE-3,4.88,5,ban,Dhaka,Dhaka,MIC,MNS
LLB-1,ENG-2,ECO-3,4.75,4.9,ban,Dhaka,Dhaka,LLB,School_of_Law
ANT-1,ECO-2,LLB-3,4.19,4,ban,Dhaka,Dhaka,ANT,ESS
ENG-1,MIC-2,,3.63,3.8,eng-ver,Dhaka,Dhaka,ENG,ENH
ECE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,ECE-2,,5,4.7,ban,Rajshahi,Rajshahi,CSE,ComputerSciandEngr
CSE-1,EEE-2,,4.69,4.6,ban,Rajshahi,Dhaka,CSE,ComputerSciandEngr
ECE-1,EEE-2,CS-3,4.94,4.5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
EEE-1,MIC-2,BBA-3,5,3.9,ban,Dhaka,Dhaka,ENG,ENH
PHR-1,MIC-2,CS-3,5,4.8,ban,Dhaka,Dhaka,PHR,Pharmacy
BBA-1,ECO-2,,5,3,eng,,,ECO,ESS
ARC-1,MIC-2,ECE-3,5,,ban,Dhaka,Dhaka,MIC,MNS
ARC-1,CSE-2,,4.94,3.8,ban,Dhaka,Dhaka,ENG,ENH
ANT-1,PHR-2,MIC-3,5,3.83,ban,Dhaka,Dhaka,ANT,ESS
BBA-1,ENG-2,ANT-3,4,3.58,ban,Dhaka,Dhaka,ANT,ESS
EEE-1,CSE-2,PHR-3,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
MIC-1,PHR-2,CSE-3,5,4.75,ban,Dhaka,Dhaka,MIC,MNS
ARC-1,CS-2,,5,5,ban,Dhaka,Dhaka,ARC,Architecture
PHY-1,APE-2,CSE-3,4.8,3.5,eng,,,PHY,MNS
ARC-1,CSE-2,,5,5,ban,Dhaka,Dhaka,ARC,Architecture
PHR-1,CSE-2,CS-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
LLB-1,ENG-2,ANT-3,4.75,5,ban,Dhaka,Dhaka,LLB,School_of_Law
LLB-1,EEE-2,MAT-3,4.94,4,ban,Rajshahi,Barisal,LLB,School_of_Law
ARC-1,CSE-2,PHR-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
ARC-1,BBA-2,,,,ban,,,ARC,Architecture
PHR-1,LLB-2,ECE-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
EEE-1,CSE-2,,4.8,4.5,eng,,,CSE,ComputerSciandEngr
BBA-1,BIO-2,,,,ban,,,BBA,Brac_Business_School
EEE-1,ECE-2,CS-3,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
LLB-1,BBA-2,ENG-3,4.5,4.8,ban,,,MIC,MNS
ARC-1,BBA-2,ENG-3,,,ban,,,ARC,Architecture
CSE-1,ARC-2,,5,4.8,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
EEE-1,ARC-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,CS-2,,5,4.7,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
CSE-1,EEE-2,APE-3,5,4,eng,,,PHY,MNS
CSE-1,LLB-2,EEE-3,5,4.5,ban,Dhaka,Dhaka,LLB,School_of_Law
CSE-1,ECE-2,,4.19,4.1,ban,Jessore,Dhaka,BIO,MNS
EEE-1,ECE-2,MAT-3,5,5,eng,,,EEE,ElectricalandElectronicEngr
MAT-1,BBA-2,,4.81,4.1,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
EEE-1,ARC-2,CSE-3,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
MIC-1,ECE-2,CS-3,5,4.58,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
MIC-1,PHR-2,BIO-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,ECE-2,,4.19,3.3,ban,Sylhet,Sylhet,CSE,ComputerSciandEngr
ARC-1,MIC-2,BIO-3,4.88,5,ban,Dhaka,Dhaka,BIO,MNS
BBA-1,ECO-2,,,,ban,,,ECO,ESS
ENG-1,,,5,4.9,ban,Dhaka,Dhaka,ENG,ENH
MIC-1,PHR-2,CSE-3,5,4.5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
ECE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
BIO-1,MIC-2,PHR-3,5,5,eng-ver,Dhaka,Dhaka,BIO,MNS
CSE-1,EEE-2,,5,4.8,madrasah,Madrasah,Rajshahi,CS,ComputerSciandEngr
CSE-1,,,4.94,4.1,ban,Dhaka,Dhaka,MIC,MNS
MIC-1,BIO-2,PHR-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,EEE-2,,5,5,ban,Rajshahi,Dinajpur,CSE,ComputerSciandEngr
ARC-1,PHR-2,MIC-3,5,4.9,ban,Rajshahi,Rajshahi,MIC,MNS
MIC-1,BBA-2,CSE-3,5,4.75,ban,Dhaka,Dhaka,MIC,MNS
ARC-1,CSE-2,,4.69,4.3,ban,Barisal,Barisal,ARC,Architecture
BBA-1,ENG-2,ECO-3,4.2,2.5,eng,,,MIC,MNS
LLB-1,ARC-2,ENG-3,4.19,4.6,ban,Dhaka,Dhaka,LLB,School_of_Law
MAT-1,CSE-2,PHY-3,5,3.5,eng,,,MAT,MNS
PHR-1,CSE-2,MIC-3,5,4.75,ban,Dhaka,Dhaka,MIC,MNS
BBA-1,MIC-2,BIO-3,5,4.75,eng,,,BIO,MNS
PHY-1,CSE-2,EEE-3,5,5,eng,,,PHY,MNS
ARC-1,EEE-2,BIO-3,5,,ban,,,ARC,Architecture
ENG-1,ANT-2,BBA-3,4.63,4,eng-ver,Dhaka,Dhaka,ENG,ENH
ARC-1,PHR-2,CSE-3,5,4.6,ban,Dhaka,Dhaka,PHR,Pharmacy
EEE-1,CSE-2,,,,ban,,,EEE,ElectricalandElectronicEngr
CSE-1,ECE-2,,4.5,4.4,ban,Jessore,Jessore,CSE,ComputerSciandEngr
BBA-1,LLB-2,ENG-3,4.5,4,eng,,,LLB,School_of_Law
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BIO-1,PHR-2,CSE-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
ECO-1,ENG-2,BBA-3,5,3,eng,,,BIO,MNS
CSE-1,CS-2,,4.83,4.25,eng,,,CS,ComputerSciandEngr
ECE-1,CSE-2,ARC-3,4.63,4.33,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
CS-1,BBA-2,,5,4.1,eng-ver,Chittagong,Chittagong,BBA,Brac_Business_School
ECE-1,PHR-2,ECO-3,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
LLB-1,BBA-2,ENG-3,4.19,4,ban,Chittagong,Chittagong,LLB,School_of_Law
ARC-1,EEE-2,CSE-3,5,4.33,eng,,,ARC,Architecture
BBA-1,ARC-2,,5,,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
BBA-1,ENG-2,,3.44,3.9,ban,Dhaka,Dhaka,BBA,Brac_Business_School
LLB-1,ENG-2,,5,3,eng,,,LLB,School_of_Law
PHR-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,ECE-2,EEE-3,5,4.5,eng,,,ECO,ESS
CS-1,BBA-2,PHR-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
CSE-1,ECE-2,BBA-3,5,4.1,ban,Barisal,Barisal,CS,ComputerSciandEngr
EEE-1,BBA-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,BBA-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ECE-1,EEE-2,CSE-3,5,5,ban,Comilla,Comilla,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,,5,4.1,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
BBA-1,ENG-2,,4.81,3.9,ban,Chittagong,Chittagong,BBA,Brac_Business_School
LLB-1,ENG-2,,5,5,eng-ver,Dhaka,Dhaka,LLB,School_of_Law
